Empresa,Receita Líq.,Lucro Líquido,Rentabilidade Receita,Capital de Giro,Sub-região,Cidade
FURQUIM BEZERRA COMPANHIA LTDA,ND,ND,ND,ND,,Itaperuçu
FURUKAWA ELECTRIC LATAM S.A.,ND,ND,ND,ND,,Curitiba
FURUKAWA INDUSTRIAL OPTOELETRONICA LTDA,ND,ND,ND,ND,,Curitiba
FUTURA ADMINISTRAÇÃO E SERVIÇOS DE LIMP. CONSERVAÇÃO E PORTARIAS LTDA-,ND,ND,ND,ND,,Curitiba
FV GASTRONOMIA LTDA,ND,ND,ND,ND,,Curitiba
G E J IND COM MARMORE SINT MARCEN L TDA,ND,ND,ND,ND,,São José dos Pinhais
G J DE OLIVEIRA BARROS HORTIFRUTIGRANJEIROS - ME,ND,ND,ND,ND,,Curitiba
G M PECAS EQUIPAMENTOS E SERVICOS LTDA,ND,ND,ND,ND,,Lapa
G&K HOLDING LTDA,ND,ND,ND,ND,,Curitiba
G. LUNA INDÚSTRIA METALÚRGICA LTDA,ND,ND,ND,ND,,São José dos Pinhais
G. STARK - EMPREENDIMENTOS - ME,ND,ND,ND,ND,,Curitiba
G2W COM. ELETRONICO IMPO E EXPO. LTDA - ME,ND,ND,ND,ND,,Curitiba
GABRIEL HENRIQUE BADAN GERALDO,ND,ND,ND,ND,,Curitiba
GAIAH ALQUIMISTAS DE METAIS EIRELLI - EPP,ND,ND,ND,ND,,Campina Grande do Sul
GAJA DISTRIBUICAO BRASIL LTDA,ND,ND,ND,ND,,Curitiba
GALATAS SERVICOS AUXILIARES DE TRANSPORTES AEREOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
GALERIA DOS SABORES IND ALIMENTOS L TDA,ND,ND,ND,ND,,Curitiba
GALVENGE ENGENHARIA EM GALVANIZACAO LTDA,ND,ND,ND,ND,,São José dos Pinhais
GARANTE DISTRIBUIDORA E IMPORTADORA DE PRODUTOS ALIMENTICIOS LTDA,ND,ND,ND,ND,,Colombo
GARANTE DISTRIBUIDORA E IMPORTADORA DE PRODUTOS ALIMENTICIOS LTDA,ND,ND,ND,ND,,Curitiba
GARANTE DISTRIBUIDORA E IMPORTADORA DE PRODUTOS ALIMENTICIOS LTDA,ND,ND,ND,ND,,Pinhais
GARANTIA TOTAL LTDA,ND,ND,ND,ND,,Curitiba
GASTÃO DE LOYOLA E SILVA,ND,ND,ND,ND,,Curitiba
GASTRONOMIA GALICETI LTDA,ND,ND,ND,ND,,Curitiba
GAUSS INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,,Curitiba
GC LOCACAO DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,,Curitiba
GDA USINAGEM E COMERCIO DE MAQUINAS E PEÇAS LTDA,ND,ND,ND,ND,,Curitiba
GDJL COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,,Curitiba
GEA ANALISE DE RISCO E GESTAO AMBIENTAL LTDA,ND,ND,ND,ND,,São José dos Pinhais
GEFCO LOGÍSTICA DO BRASIL LTDA,ND,ND,ND,ND,,São José dos Pinhais
GEISA VIEIRA PINTO COELHO CUNHA,ND,ND,ND,ND,,Curitiba
GELENSKI RECICLADORA DE SERRAGEM,ND,ND,ND,ND,,Mandirituba
GELOPAR REFRIGERACAO LTDA,ND,ND,ND,ND,,Araucária
GELSON LEITE,ND,ND,ND,ND,,Curitiba
GEM INDÚSTRIA E COMÉRCIO DA PANIFICAÇÃO LTDA,ND,ND,ND,ND,,Curitiba
GEMALTO DO BRASIL CARTOES E TERMINAIS LTDA,ND,ND,ND,ND,,Pinhais
GEMU IND PROD PLASTICOS METAL LTDA,ND,ND,ND,ND,,São José dos Pinhais
GENOVA INDUSTRIA E COMERCIO DE LAMINADOS LTDA,ND,ND,ND,ND,,Curitiba
GEOAMBIENTE GEOLOGIA E ENGENHARIA AMBIENTAL LTDA,ND,ND,ND,ND,,São José dos Pinhais
GEOPORT ENGENHARIA CIVIL LTDA,ND,ND,ND,ND,,Curitiba
"GEPLAN -PLANEJAMENTO, PROJETOS E GERENCIAMENTO DE OBRAS LTDA",ND,ND,ND,ND,,Curitiba
GERALDO GUERRA DA SILVA,ND,ND,ND,ND,,Curitiba
GERALFIX COMERCIO DE FIXADORES LTDA,ND,ND,ND,ND,,Curitiba
GERALPREGS COMERCIO DE FERRAGENS LTDA,ND,ND,ND,ND,,Pinhais
GERALUX CONSULTORIA PROJ ONSERVAÇÃO DE ENERGIA LTDA,ND,ND,ND,ND,,Campo Magro
GERDAU ACOMINAS S/A,ND,ND,ND,ND,,Araucária
GERDAU ACOMINAS S/A,ND,ND,ND,ND,,Curitiba
GERDAU ACOMINAS S/A,ND,ND,ND,ND,,Curitiba
GERDAU ACOS LONGOS S.A.,ND,ND,ND,ND,,Araucária
GERDAU ACOS LONGOS S.A.,ND,ND,ND,ND,,Araucária
GERDAU ACOS LONGOS S.A.,ND,ND,ND,ND,,Curitiba
GERDAU ACOS LONGOS S.A.,ND,ND,ND,ND,,Curitiba
GERDAU ACOS LONGOS S.A.,ND,ND,ND,ND,,Quatro Barras
GERDAU COMERCIAL DE ACOS S.A.,ND,ND,ND,ND,,Curitiba
GERDAU SA,ND,ND,ND,ND,,Araucária
GERMER PORCELANAS FINAS S/A,ND,ND,ND,ND,,Campo Largo
GERMER PORCELANAS FINAS SA,ND,ND,ND,ND,,Campo Largo
GERSON LUIZ CECCON,ND,ND,ND,ND,,Campo Largo
GESCRAP-AUTOMETAL COMERCIO DE SUCATAS LTDA,ND,ND,ND,ND,,São José dos Pinhais
GESSINEI DENES ME,ND,ND,ND,ND,,Curitiba
GESTAMP BRASIL INDÚSTRIA DE AUTOPEÇAS S/A,ND,ND,ND,ND,,São José dos Pinhais
GIBEN DO BRASIL MAQUINAS E,ND,ND,ND,ND,,Curitiba
GIL LEANDRO HADDAD PEREIRA DA COSTA,ND,ND,ND,ND,,Curitiba
GILBERTO ANTONIO TELLI,ND,ND,ND,ND,,Curitiba
GILBERTO PIVA JUNIOR,ND,ND,ND,ND,,Curitiba
GILBERTO SABIM- EMBUTIDOS SABIM,ND,ND,ND,ND,,Campo Largo
GILDO PEREIRA DO BONFIM,ND,ND,ND,ND,,Rio Branco do Sul
GILMAR DE JESUS BONFIM,ND,ND,ND,ND,,Almirante Tamandaré
GILMAR LUIZ FERREIRA,ND,ND,ND,ND,,Curitiba
GILSON DA SILVA LEITE,ND,ND,ND,ND,,Curitiba
GILVANDO OLIVEIRA DA SILVA,ND,ND,ND,ND,,Curitiba
GIMENIS & MOURA LTDA,ND,ND,ND,ND,,Curitiba
GINA E ALEX SUPERMERCADOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
GINAPLAST INDUSTRIA E COMERCIO DE PLASTICOS EIRELI,ND,ND,ND,ND,,Pinhais
GIOCA INDUSTRIA COMERCIO LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
"GIONA COMERCIO, CONSTRUCOES E TRANSPORTES LTDA - ME",ND,ND,ND,ND,,Araucária
GIONA E COLOMBARI LTDA,ND,ND,ND,ND,,Araucária
GIOVANI ALEX DE ANDRADE,ND,ND,ND,ND,,Curitiba
GIOVANI MILCHESKI,ND,ND,ND,ND,,Agudos do Sul
GISELE DE AZEVEDO CAMPOS,ND,ND,ND,ND,,São José dos Pinhais
GISELE MAFFEZZOLLI KLEIN 34315662860,ND,ND,ND,ND,,São José dos Pinhais
GIULLIANO DELELES OLIVEIRA ME,ND,ND,ND,ND,,Colombo
GIVI MOBILI ACESSÓRIOS PARA MOVEIS LTDA,ND,ND,ND,ND,,Curitiba
GIZELDO SAQUETO,ND,ND,ND,ND,,São José dos Pinhais
GLADIS LEAL DOS SANTOS,ND,ND,ND,ND,,Curitiba
GLAUCIA REGINA MARTINEZ,ND,ND,ND,ND,,Curitiba
GLEBER PEREIRA,ND,ND,ND,ND,,Curitiba
GLEISON CASSEMIRO,ND,ND,ND,ND,,Colombo
GLOBAL PET SUL RECICLAGEM S/A,ND,ND,ND,ND,,Quatro Barras
GLOBAL SPORTS INDUSTRIA COMERCIO LT DA,ND,ND,ND,ND,,Campina Grande do Sul
GMA INDUSTRIA COMERCIO ARTEFATOS PL AST,ND,ND,ND,ND,,São José dos Pinhais
GME AEROSPACE INDUSTRIA DE MATERIAL COMPOSTO LTDA,ND,ND,ND,ND,,São José dos Pinhais
GODINES GRILL LTDA ME,ND,ND,ND,ND,,Curitiba
GOETZE LOBATO ENGENHARIA LTDA,ND,ND,ND,ND,,Curitiba
GOL LINHAS AEREAS S.A.,ND,ND,ND,ND,,São José dos Pinhais
GOL TRANSPORTES AEREOS S.A,ND,ND,ND,ND,,São José dos Pinhais
GOMES LANCHES LTDA - ME,ND,ND,ND,ND,,Curitiba
GONCALVES GRILL RESTAURANTE E EVENTOS EIRELI ME,ND,ND,ND,ND,,Curitiba
GOODMANN PRODUTOS E SERVIÇOS LTDA,ND,ND,ND,ND,,Pinhais
GOODYS BRASIL COM. DE ALIMENTOS LTDA,ND,ND,ND,ND,,Curitiba
G-PACK IND COM BEBIDAS EMBALAGENS L TDA,ND,ND,ND,ND,,Fazenda Rio Grande
GPC QUIMICA S/A,ND,ND,ND,ND,,Araucária
GRAF CIRURGIA PLASTICA LTDA - EPP PIETÁ CENTRO MEDICO,ND,ND,ND,ND,,Curitiba
GRAFFO PARANAENSE DE EMBALAGENS S.A.,ND,ND,ND,ND,,Pinhais
GRAFICA CAPITAL LTDA,ND,ND,ND,ND,,Curitiba
GRAFICA E EDITORA POSIGRAF LTDA,ND,ND,ND,ND,,Curitiba
GRAFICA EDITORA POSIGRAF S A,ND,ND,ND,ND,,Curitiba
GRALHA AZUL IMP E EXP DE PRODUTOS ELETRÔNICOS LTDA,ND,ND,ND,ND,,Pinhais
GRALHA AZUL REFRIGERACAO LTDA,ND,ND,ND,ND,,Curitiba
GRALLINGER EQUIP CIENTIFICOS LTDA,ND,ND,ND,ND,,Curitiba
GRAN SAPORE BR BRASIL S.A,ND,ND,ND,ND,,Curitiba
GRANDE MURALHA COMERCIO DE PRODUTOS ALIMENTICIOS EIRELI,ND,ND,ND,ND,,Curitiba
GRANEMANN E CIA LTDA,ND,ND,ND,ND,,Curitiba
GRANI COM DE CHOCOLATE LTDA,ND,ND,ND,ND,,Curitiba
GRANISUL INDUSTRIA E COMERCIO DE MINERIOS LTDA,ND,ND,ND,ND,,Rio Branco do Sul
GRANJA CASAGRANDE LTDA,ND,ND,ND,ND,,Campo Magro
GRANOMAX INDUSTRIA & COMERCIO LTDA,ND,ND,ND,ND,,Campo Largo
GRÃO ENGENHARIA S/A,ND,ND,ND,ND,,Curitiba
GRECA DISTRIBUIDORA DE ASFALTOS LTDA,ND,ND,ND,ND,,Araucária
GREEN CHEMICALS DO BRASIL LTDA,ND,ND,ND,ND,,Curitiba
GREIF EMBALAGENS INDUSTRIAIS DO BRASIL LTDA,ND,ND,ND,ND,,Araucária
GRI - GERENCIAMENTO DE RESIDUOS INDUSTRIAIS S.A.,ND,ND,ND,ND,,Curitiba
GROB & GROB LTDA,ND,ND,ND,ND,,Curitiba
GROLLI E KUSYK & CIA LTDA,ND,ND,ND,ND,,Colombo
GSM - CENTRO DE RECICLAGEM E GESTAO AMBIENTAL DE RESIDUOS S/A,ND,ND,ND,ND,,São José dos Pinhais
GT FORCE LTDA,ND,ND,ND,ND,,Almirante Tamandaré
GT TECHNOLOGIES DO BRASIL COMPO NENTES AUTOMOTIVOS LTDA,ND,ND,ND,ND,,Curitiba
GUANAVI LOGISTICA LTDA,ND,ND,ND,ND,,São José dos Pinhais
GUILHERME AUGUSTO VAZAN 07594648986,ND,ND,ND,ND,,Curitiba
GUILHERME FERREIRA CASTRO ALBIERI,ND,ND,ND,ND,,Curitiba
GUILHERME GRANATO,ND,ND,ND,ND,,Curitiba
GUILHERME VINICIUS FERREIRA DE ALBUQUERQUE,ND,ND,ND,ND,,Curitiba
GUIMEPA SUPRIMENTOS INDUSTRIAIS LTDA,ND,ND,ND,ND,,Curitiba
GUSIFERP FERRAMENTAS DE PRECISÃO LTDA - EPP,ND,ND,ND,ND,,Curitiba
GUSTAVO ANTÔNIO LINZMAYER,ND,ND,ND,ND,,Curitiba
GUSTAVO NEVES TOMSON,ND,ND,ND,ND,,Curitiba
GUSTAVO W.SHIMABUKURO&COMPANHIA LTDA,ND,ND,ND,ND,,Curitiba
GUSTO & HENRI SUPERMERCADOS LTDA,ND,ND,ND,ND,,Bocaiúva do Sul
GUSTO & HENRI SUPERMERCADOS LTDA,ND,ND,ND,ND,,Colombo
GUSTO E HENRI SUPERMERCADOS LTDA,ND,ND,ND,ND,,Araucária
H T P TORNEARIA E USINAGENS E FILHOS LTDA,ND,ND,ND,ND,,Curitiba
H.F.F. ARMAZENS GERAIS - EIRELI - E,ND,ND,ND,ND,,Balsa Nova
HAAS DO BRASIL INDUSTRIA DE MAQUINAS LTDA,ND,ND,ND,ND,,Curitiba
HAFELE BRASIL LTDA,ND,ND,ND,ND,,Piraquara
HAMAYA DO BRASIL COMÉRCIO DE PRODUTOS RECICLÁVEIS LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
HANDTMANN DO BRASIL LTDA,ND,ND,ND,ND,,Pinhais
HANS GRAF,ND,ND,ND,ND,,Curitiba
HAPPY BURGER LANCHONETE LTDA,ND,ND,ND,ND,,Curitiba
HARPYJA PORTAL DE INFORMACOES NA INTERNET LTDA,ND,ND,ND,ND,,Curitiba
HDS REFRIGERACAO LTDA.,ND,ND,ND,ND,,Curitiba
HEADSERVICE COMERCIO E SERVIÇOS DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,,Curitiba
HEIDE INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,,Pinhais
HEITOR JINEI ANDO,ND,ND,ND,ND,,Pinhais
HELCIO GREGORIO GAIO - EPP,ND,ND,ND,ND,,Curitiba
HELEM SYSTEM AUTOMOTIVE LTDA,ND,ND,ND,ND,,São José dos Pinhais
HELIO DE ASSIS OLIVEIRA COMPANHIA L TDA,ND,ND,ND,ND,,Curitiba
HELIO MOACIR SOARES,ND,ND,ND,ND,,Curitiba
HELMUHT JANKE,ND,ND,ND,ND,,Curitiba
HENRY EQUIP ELETR E SISTEMAS LTDA,ND,ND,ND,ND,,Pinhais
HERBARIUM LABORATORIO BOTANICO LTDA,ND,ND,ND,ND,,Colombo
HERBERT WICKBOLD FILHO,ND,ND,ND,ND,,Curitiba
HERNANDES ESTEVES & CIA LTDA,ND,ND,ND,ND,,Curitiba
HERRHOF SERVIÇOS LTDA - ME VERTTICE PACK SERVICES,ND,ND,ND,ND,,Araucária
HETTICH DO BRASIL LTDA,ND,ND,ND,ND,,Curitiba
HEXION QUIMICA DO BRASIL LTDA,ND,ND,ND,ND,,Curitiba
HEXPORT EQUIPAMENTOS LTDA,ND,ND,ND,ND,,Curitiba
HIDRAU TORQUE INDUSTRIA E COMERCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,ND,ND,ND,ND,,Pinhais
HIDROMAR INDUSTRIA QUIMICA LTDA,ND,ND,ND,ND,,Curitiba
HIDROWATS INDUSTRIA E COMERCIO DE REATORES LTDA - EPP,ND,ND,ND,ND,,Colombo
HIGIE BRAS IND. E COM. LTDA,ND,ND,ND,ND,,Araucária
HIPERMIX BRASIL SERVICOS DE CONCRETAGEM LTDA,ND,ND,ND,ND,,Curitiba
HISLEI STANCKI DA LUZ ORCHEL,ND,ND,ND,ND,,Pinhais
HISPABRAS TRADER IMPORTAÇÃO E EXPORTAÇÃO LTDA,ND,ND,ND,ND,,Campo Largo
HLS SISTEMAS DE HIGIENIZAÇÃO LTDA,ND,ND,ND,ND,,Curitiba
HMB COMERCIO DE ALIMENTOS LTDA ME,ND,ND,ND,ND,,Curitiba
HOBOLD & HOBOLD LTDA,ND,ND,ND,ND,,Curitiba
HOBOLD HOBOLD LTDA,ND,ND,ND,ND,,Curitiba
HOFFMANN FAGUNDES LTDA,ND,ND,ND,ND,,Curitiba
HOMEOPATIA WALDEMIRO PEREIRA LABORATORIO INDUSTRIAL FARMACEUTICO,ND,ND,ND,ND,,Curitiba
HORIZONTE CONSTRUTORA LTDA.,ND,ND,ND,ND,,Curitiba
"HORSCH DO BRASIL INDUSTRIA, COMERCIO E IMPORTACAO DE MAQUINAS L",ND,ND,ND,ND,,Curitiba
HORSE BRASIL S.A,ND,ND,ND,ND,,São José dos Pinhais
HORTIGRANJEIRA AGUAS CLARAS LTDA,ND,ND,ND,ND,,Curitiba
HOSPITAL NOSSA SENHORA DA GRAÇAS - MATERNIDADE MATER DEI,ND,ND,ND,ND,,Curitiba
HOSPITAL NOSSA SENHORA DAS GRAÇAS,ND,ND,ND,ND,,Curitiba
HOSPITAL SANTA CRUZ SOCIEDADE ANONIMA,ND,ND,ND,ND,,Curitiba
HOSPITAL SUGISAWA LTDA,ND,ND,ND,ND,,Curitiba
HOSPITAL VETERENÁRIO SANTA MÔNICA LTDA,ND,ND,ND,ND,,Curitiba
HOTEL BOURBON DE CURITIBA LTDA,ND,ND,ND,ND,,Curitiba
HOTEL CURITIBA CAPITAL S.A,ND,ND,ND,ND,,Curitiba
HOTEL ESTAÇÃO TOUR LTDA.,ND,ND,ND,ND,,Curitiba
HOTSHAPE - CENTRO DE TREINAMENTO FISICO LTDA,ND,ND,ND,ND,,Curitiba
HOTSUL HOTEIS DO SUL LTDA,ND,ND,ND,ND,,Curitiba
HS SUPORTE ASSISTENCIA TECNICA EM INFORMATICA LTDA,ND,ND,ND,ND,,Curitiba
HSBC BANK BRASIL SA - BANCO MULTIPL O,ND,ND,ND,ND,,Curitiba
HSN TECNOLOGIA LTDA,ND,ND,ND,ND,,Curitiba
HUBER E COELHO LTDA,ND,ND,ND,ND,,Campo Largo
HUBNER COMPONENTES E SISTEMAS AUTOMOTIVOS LTDA,ND,ND,ND,ND,,Araucária
HUCSZ & DALL AGNOL LTDA,ND,ND,ND,ND,,Mandirituba
HUHTAMAKI DO BRASIL LTDA,ND,ND,ND,ND,,Pinhais
HVI INDUSTRIA DE SISTEMAS HIDRAULICOS LTDA,ND,ND,ND,ND,,Curitiba
HWA KUO CNINESE CUISINE LTDA,ND,ND,ND,ND,,Curitiba
HYDRASPECMA DO BRASIL MANGUEIRAS HIDRAULICAS LTDA,ND,ND,ND,ND,,Pinhais
HZ COMERCIO DE MAQUINAS E EQUIPA MENTOS PARA ESCRITORIO LTDA,ND,ND,ND,ND,,Curitiba
I9TMG,ND,ND,ND,ND,,Araucária
IBBT INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.,ND,ND,ND,ND,,Colombo
IBEMA COMPANHIA BRASILEIRA DE PAPEL,ND,ND,ND,ND,,Araucária
IBEMA COMPANHIA BRASILEIRA DE PAPEL,ND,ND,ND,ND,,Curitiba
IBQ - INDUSTRIAS QUIMICAS S/A,ND,ND,ND,ND,,Quatro Barras
IBRATEC IND BRAS DE ARTEFATOS TECNICOS LTDA,ND,ND,ND,ND,,Curitiba
ICEA NEW - COMERCIAL E INDUSTRIAL LTDA,ND,ND,ND,ND,,Araucária
IDACIR SEGATTI COM DE CARNES,ND,ND,ND,ND,,Curitiba
"IDDEIA COMERCIO, LOCAÇÃO E SOLUÇÕES TECNOLOGICAS LTDA",ND,ND,ND,ND,,Curitiba
IDEAL FIXADORES INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,,Curitiba
IDEAL REFRIGERACAO COMERCIAL LTDA,ND,ND,ND,ND,,Curitiba
IDEOPROMO - EIRELI - EPP,ND,ND,ND,ND,,Curitiba
IDEROL EQUIPAMENTOS RODOVIARIOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
IESDE BRASIL S/A,ND,ND,ND,ND,,Curitiba
IESDE BRASIL SA,ND,ND,ND,ND,,Curitiba
IFESP - INDUSTRIA DE FERRAMENTAS ESPECIAIS LTDA,ND,ND,ND,ND,,Curitiba
IGASA SA INDUSTRIA E COMERCIO DE AUTO PEÇAS,ND,ND,ND,ND,,São José dos Pinhais
IGUACU CELULOSE PAPEL S.A,ND,ND,ND,ND,,São José dos Pinhais
IGUAÇU CELULOSE PAPEL S.A.,ND,ND,ND,ND,,Curitiba
IGUACU EMBALAGENS INDUSTRIAIS LTDA,ND,ND,ND,ND,,São José dos Pinhais
IGUATEMI REFEICOES LTDA,ND,ND,ND,ND,,Curitiba
IKEA PURCHASING SERVICOS COMERCIAIS LTDA,ND,ND,ND,ND,,Curitiba
IKF SERVIÇOS E FERRAMENTAS DO BRASI LTDA,ND,ND,ND,ND,,Curitiba
IKF SERVICOS E FERRAMENTAS DO BRASIL LTDA,ND,ND,ND,ND,,São José dos Pinhais
ILUMINI DO BRASIL MATERIAIS ELETRICOS E HIDRÁULICOS LTDA,ND,ND,ND,ND,,Curitiba
ILUMIX COMERCIO DE PAINEIS LTDA,ND,ND,ND,ND,,Curitiba
IMAGINARTE PROD ART FOTO E FILMAGEM LTDA,ND,ND,ND,ND,,Curitiba
IMAH - INDÚSTRIA DE MÁQUINAS EIREL,ND,ND,ND,ND,,Pinhais
"IMCOPA - IMPORTACAO, EXPORTACAO E INDUSTRIA DE OLEOS S.A.",ND,ND,ND,ND,,Araucária
IMCOPA IMPORTACAO EXP IND OLEOS LTD A,ND,ND,ND,ND,,Araucária
IMEPLA INDÚSTRIA MECÂNICA E DE PLÁSTICOS LTDA,ND,ND,ND,ND,,Pinhais
IMPACTO SUL MATERIAIS DE CONSTRUÇÃO LTDA,ND,ND,ND,ND,,Araucária
IMPERMOL SOLUCOES INDUSTRIAIS LTDA,ND,ND,ND,ND,,Curitiba
IMPEXTRACO LATIN AMERICA COM E IND,ND,ND,ND,ND,,Curitiba
IMPORTADORA FRUTAS LA VIOLETERA LTD A,ND,ND,ND,ND,,Curitiba
IMPORTADORA FRUTAS LA VIOLETERA LTD A,ND,ND,ND,ND,,Curitiba
IMPRA INDUSTRIA GRAFICA LTDA,ND,ND,ND,ND,,São José dos Pinhais
IMPRESS DECOR BRASIL - INDÚSTRIA DE PAPÉIS DECORATIVOS LTDA.,ND,ND,ND,ND,,Araucária
IMPRESSAO E CIA SUPRIMENTOS DE INFORMATI LTDA - ME,ND,ND,ND,ND,,Curitiba
IMPRESSORA PARANAENSE S.A,ND,ND,ND,ND,,Curitiba
IMPROCROP DO BRASIL LTDA,ND,ND,ND,ND,,Araucária
IMPROPEL INDUSTRIA DE PRODUTOS DA PECUARIA LTDA,ND,ND,ND,ND,,Campo Largo
IN VITRO COMÉRCIO DE ARTIGOS PARA DECORAÇÃO LTDA,ND,ND,ND,ND,,Pinhais
INBRAS IND NACION PROD BORRAC PNEUM S A,ND,ND,ND,ND,,Campina Grande do Sul
INCAPACK INDUSTRIA EMBALAGENS PLAST LTDA,ND,ND,ND,ND,,Curitiba
INCEPA REVESTIMENTOS CERAMICOS LTDA,ND,ND,ND,ND,,Campo Largo
INCEPA REVESTIMENTOS CERAMICOS LTDA,ND,ND,ND,ND,,Campo Largo
INCOMAP INDUSTRIA E COMÉRCIO DE MÁQUINAS LTDA,ND,ND,ND,ND,,São José dos Pinhais
IND E COM DE PARAFUSOS SÃO JOSE,ND,ND,ND,ND,,São José dos Pinhais
IND GRAFICA PIRAMIDE LTDA,ND,ND,ND,ND,,Curitiba
IND PECUARIA SAO JOSE LTDA,ND,ND,ND,ND,,São José dos Pinhais
INDRA ESTEIO SISTEMAS S/A - IESSA,ND,ND,ND,ND,,Curitiba
INDUGRAFFO EMBALAGENS FARMACÊU TICAS LTDA,ND,ND,ND,ND,,Pinhais
INDUMEC INDUSTRIA MECANICA LTDA,ND,ND,ND,ND,,Curitiba
INDUSTAMP-INDUSTRIAL DE ESTAMPADOS LTDA,ND,ND,ND,ND,,Curitiba
INDUSTOP - ALIMENTOS LTDA,ND,ND,ND,ND,,Campina Grande do Sul
INDUSTRIA BRASILEIRA DE LAPIS S A,ND,ND,ND,ND,,Araucária
INDUSTRIA COM METAIS NICOLINI LTDA,ND,ND,ND,ND,,Colombo
INDÚSTRIA DE CAL RIO GRANDE LTDA,ND,ND,ND,ND,,Almirante Tamandaré
INDUSTRIA DE MAQUINAS PARA PANIFICA PROGRESSO LTDA - EPP,ND,ND,ND,ND,,Colombo
INDÚSTRIA DE POSTES INDAPAR LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
INDUSTRIA DE TIJOLOS COSMOS LTDA,ND,ND,ND,ND,,Curitiba
INDÚSTRIA E COM DALLEGRAVE S/A MADEIRAS E PAPEL,ND,ND,ND,ND,,Araucária
INDÚSTRIA E COMÉRCIO DE ARTEFATOS DE CIMENTO LIDER LTDA,ND,ND,ND,ND,,Almirante Tamandaré
INDUSTRIA E COMERCIO DE CARNES BELVEDERE LTDA,ND,ND,ND,ND,,Campo Largo
INDUSTRIA E COMERCIO DE CARNES FRIGOSANTOS LTDA,ND,ND,ND,ND,,Campo Magro
INDÚSTRIA E COMÉRCIO DE CERÂMICA TIROLESA LTDA,ND,ND,ND,ND,,Campo Largo
INDUSTRIA E COMERCIO DE PERFUMES JULI BURK LTDA,ND,ND,ND,ND,,Pinhais
INDUSTRIA E COMERCIO TOJOQUIM LTDA,ND,ND,ND,ND,,Curitiba
INDUSTRIA E METALURGICA HACK - EIRELI,ND,ND,ND,ND,,Colombo
INDÚSTRIA METALÚRGICA BARCHEKY LTDA,ND,ND,ND,ND,,Curitiba
INDUSTRIA METALURGICA PASTRE LTDA,ND,ND,ND,ND,,Quatro Barras
INDUSTRIA PARANAENSE DE ESTRUTURAS LTDA,ND,ND,ND,ND,,Curitiba
INDUSTRIA TEXTIL APUCARANA LTDA,ND,ND,ND,ND,,Curitiba
INDUSTRIAS DE CAL SAN FRANCISCO LTDA,ND,ND,ND,ND,,Almirante Tamandaré
INDUSTRIAS QUIMICAS MELYANE S.A,ND,ND,ND,ND,,Curitiba
INDUSTRIAS TODESCHINI S/A,ND,ND,ND,ND,,Curitiba
INFORMÁTICA INFORMATOS & AUTOMAÇÃO COMERCIAL LTDA - ME,ND,ND,ND,ND,,Curitiba
INFORMOBILE INDUSTRIA E COMERCIO DE MOVEIS LTDA,ND,ND,ND,ND,,Curitiba
INFRATEL INFRAEST TELECOMUNICACOES LTDA,ND,ND,ND,ND,,Pinhais
"INGERSOLL-RAND IND,COM E SERV DE AR COND ICIONADO, AR COMPRIMIDO E REF",ND,ND,ND,ND,,Araucária
INGRAX INDÚSTRIA E COMÉRCIO DE GRAXAS S A,ND,ND,ND,ND,,Colombo
INGREDION BRASIL INGREDIENTES INDUSTRIAIS LTDA,ND,ND,ND,ND,,Balsa Nova
INJETEL IND E COM DE COMPONENTES PLÁSTICOS LTDA,ND,ND,ND,ND,,Curitiba
INKAFARMA COMERCIO FARMACEUTICO S A,ND,ND,ND,ND,,Curitiba
INOVA AMBIENTAL TRANSPORTES DE RESIDUOS LTDA,ND,ND,ND,ND,,Curitiba
INOVAMAX TELEINFORMATICA LTDA,ND,ND,ND,ND,,Curitiba
INOVART - COMERCIO DE EQUIPAMENTOS EIRELI,ND,ND,ND,ND,,Curitiba
INOXIDAL INDÚSTRIA & COMÉRCIO DE PRODUTOS METALÚRGICOS LTDA,ND,ND,ND,ND,,Colombo
INPREART INDUSTRIA DE PRE-MOLDADOS E ARTEFATOS DE CONCRETO LTDA,ND,ND,ND,ND,,Colombo
INQUIBRA INDUSTRIA QUIMICA DO BRASI L LTDA,ND,ND,ND,ND,,Pinhais
INSPECAMPO - INSPEÇÃO DE SEGURANÇA VEICULAR DE CAMPO LARGO LTDA,ND,ND,ND,ND,,Campo Largo
INST SEC DAS IRMAS DE MARIA DE SCHOENSTATT PROVINCIA SCHOENSTATT-T,ND,ND,ND,ND,,Curitiba
INSTALAFRIO REFRIGERACAO LTDA. - EPP,ND,ND,ND,ND,,Pinhais
