Empresa,Receita Líq.,Lucro Líquido,Rentabilidade Receita,Capital de Giro,Sub-região,Cidade
LEKE - INDUSTRIA E COMERCIO DE CONFECCOES LTDA,ND,ND,ND,ND,Sub-região 15,Astorga
LIDER ALIMENTOS DO BRASIL LTDA,ND,ND,ND,ND,Sub-região 15,Nova Esperança
LIGHTSWEET IND E COM DE ALIM LTDA,ND,ND,ND,ND,Sub-região 15,Marialva
METAFA FABRICAÇÃO DE ESTRUTURA METALICAS LTDA,ND,ND,ND,ND,Sub-região 16,Jandaia do Sul
MINERAÇÃO MANDAGUARI LTDA,ND,ND,ND,ND,Sub-região 15,Mandaguari
MINERADORA DE ÁGUAS RAINHA LTDA,ND,ND,ND,ND,Sub-região 15,Iguaraçu
NATURYTHA INDUSTRIA E COMERCIO DE COSMETICOS LTDA-ME.,ND,ND,ND,ND,Sub-região 15,Mandaguaçu
NICCA INDÚSTRIA ALIMENTÍCIA LTDA,ND,ND,ND,ND,Sub-região 15,Itambé
NOMA DO BRASIL S/A,ND,ND,ND,ND,Sub-região 15,Sarandi
NOMA INDUSTRIA E COMERCIO DE IMPLEMENTOS RODOVIARIOS LTDA.,ND,ND,ND,ND,Sub-região 15,Sarandi
ONIX DISTRIBUIDORA DE PRODUTOS ELÉTRICOS LTDA,ND,ND,ND,ND,Sub-região 15,Mandaguari
ORGANMAX FERTILIZANTES EIRELI - EPP,ND,ND,ND,ND,Sub-região 15,Paiçandu
PEDREIRA CATEDRAL LTDA,ND,ND,ND,ND,Sub-região 15,Marialva
QUIMISA S/A,ND,ND,ND,ND,Sub-região 15,Nova Esperança
RDM INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA,ND,ND,ND,ND,Sub-região 15,Sarandi
RENUKA VALE DO IVAÍ S/A,ND,ND,ND,ND,Sub-região 15,Marialva
ROMAGNOLE PRODUTOS ELETRICOS,ND,ND,ND,ND,Sub-região 15,Mandaguari
ROMAGNOLE PRODUTOS ELETRICOS LTDA,ND,ND,ND,ND,Sub-região 15,Mandaguari
ROMAGNOLE PRODUTOS ELETRICOS LTDA,ND,ND,ND,ND,Sub-região 15,Mandaguari
ROMAGNOLE PRODUTOS ELÉTRICOS S A,ND,ND,ND,ND,Sub-região 15,Mandaguari
ROMAGNOLE PRODUTOS ELÉTRICOS S.A.,ND,ND,ND,ND,Sub-região 15,Mandaguari
ROMAGNOLE PRODUTOS ELÉTRICOS S.A.,ND,ND,ND,ND,Sub-região 15,Mandaguari
ROMAGNOLE PRODUTOS ELÉTRICOS S/A,ND,ND,ND,ND,Sub-região 15,Mandaguari
ROSSE & ROSSE LTDA,ND,ND,ND,ND,Sub-região 15,Sarandi
RUBENS BORSARI & CIA LTDA,ND,ND,ND,ND,Sub-região 15,Marialva
SENHOR CEREAIS ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,Nova Esperança
SPITTER INDUSTRIA E COMERCIO DE REDES E CORDAS LTDA,ND,ND,ND,ND,,Floraí
STEVIA NATUS PRODUTOS NATURAIS LTDA,ND,ND,ND,ND,Sub-região 16,Cambira
SUPERBAC BIOTECHNOLOGY SOLUTIONS S.A.,ND,ND,ND,ND,Sub-região 15,Mandaguari
SUPERBAC BIOTECHNOLOGY SOLUTIONS S.A.,ND,ND,ND,ND,Sub-região 15,Mandaguari
SUPERBAC INDUSTRIA E COMERCIO DE FERTILIZANTES S.A,ND,ND,ND,ND,Sub-região 15,Mandaguari
SUPERBAC INDUSTRIA E COMERCIO DE FERTILIZANTES S.A,ND,ND,ND,ND,Sub-região 15,Mandaguari
TERMINAL MARIALVA LTDA,ND,ND,ND,ND,Sub-região 15,Marialva
TERRA NUTRICAO ANIMAL LTDA,ND,ND,ND,ND,Sub-região 15,Mandaguaçu
AGRICOLA HORIZONTE LTDA,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
AGRIFIRM S.A.,ND,ND,ND,ND,Sub-região 20,Maripá
AGRO BICKEL LTDA,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
AGROCERES MULTIMIX NUTRICAO ANIMAL LTDA,ND,ND,ND,ND,Sub-região 20,Palotina
AGROCERES MULTIMIX NUTRICAO ANIMAL LTDA,ND,ND,ND,ND,Sub-região 20,Quatro Pontes
AGROFIGUEIRA LTDA,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
AGROPAR-COOPERATIVA AGROINDUS TRIAL DO MÉDIO OESTE DO PARANA,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
AGROPECUARIA TRES PONTOS LTDA,ND,ND,ND,ND,,Diamante d'Oeste
ALFAPALM AGROCIENCIAS LTDA,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
ANDREIS MINERAÇÃO LTDA,ND,ND,ND,ND,Sub-região 20,Terra Roxa
ARMAZENS GERAIS ALLEGRETTI LTDA,ND,ND,ND,ND,Sub-região 20,Santa Helena
AVIMAC LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
BAGALU FERRO E ACO LTDA,ND,ND,ND,ND,Sub-região 20,Terra Roxa
BECKER'S INDÚSTRIA DE NUTRIÇÃO ANIMAL LTDA,ND,ND,ND,ND,Sub-região 20,Quatro Pontes
BIOCINESE - CENTRO DE ESTUDOS BIOFARMACÊUTICOS LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
BOMBONATTO INDUSTRIA E COMÉRCIO DE COUROS LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
BONATTO AGROPECUARIA LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
BORTOLOTTO DISTRIB. DE FERRO E AÇO LTDA.,ND,ND,ND,ND,Sub-região 20,Toledo
BRF S.A.,ND,ND,ND,ND,Sub-região 20,Toledo
BRF S.A.,ND,ND,ND,ND,Sub-região 20,Toledo
BRF S.A.,ND,ND,ND,ND,Sub-região 20,Toledo
C.VALE  - COOPERATIVA FILIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Guaíra
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Maripá
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Maripá
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Maripá
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Maripá
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Maripá
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Nova Santa Rosa
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Palotina
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,São Pedro do Iguaçu
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Terra Roxa
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Terra Roxa
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Terra Roxa
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Terra Roxa
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Terra Roxa
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Terra Roxa
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
C.VALE COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Tupãssi
CARGILL ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 20,Quatro Pontes
CARGILL ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
CEAL AVIACAO AGRICOLA LTDA,ND,ND,ND,ND,Sub-região 20,Palotina
CELMA DE ASSIS ROSSATO E CIA LTDA,ND,ND,ND,ND,Sub-região 20,Terra Roxa
CMIX - MINERAÇÃO LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,Nova Santa Rosa
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,Ouro Verde do Oeste
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,São Pedro do Iguaçu
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,São Pedro do Iguaçu
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,Toledo
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,Toledo
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,Toledo
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,Toledo
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,Toledo
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,Tupãssi
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 20,Tupãssi
"COODETEC DESENVOLVIMENTO, PRODUÇÃO E COMERCIALIZAÇÃO AGRICOLA LTDA",ND,ND,ND,ND,Sub-região 20,Palotina
COOP AGROPECUARIA MEDIO OESTE DO PA RANA,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
COOP ELETRIF DESENV ECONOMICO MAL CANDIDO RONDON,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
COOP. DE ELETRIF. E DESENV. ECONOMICO DE MAL. CDO. RONDON - CER,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL COOPAGRIL,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Sub-região 20,Entre Rios do Oeste
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Sub-região 20,Guaíra
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL COPAGRIL,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
COOPERATIVA AGROINDUSTRIAL LAR,ND,ND,ND,ND,Sub-região 20,Santa Helena
COOPERATIVA AGROPECUÁRIA DO MÉDIO OESTE DO PARANÁ - AGROPAR,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
COOPERATIVA AGROPECUÁRIA DO MÉDIO OESTE PARANA LTDA,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
COOPERATIVA CENTRAL DE PESQUISA AGR COOCENTRAL,ND,ND,ND,ND,Sub-região 20,Palotina
COOPERATIVA DOS PRODUTORES DE SUINOS E LEITE DO OESTE DO PARANÁ,ND,ND,ND,ND,Sub-região 20,Toledo
COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA,ND,ND,ND,ND,Sub-região 20,Toledo
COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA,ND,ND,ND,ND,Sub-região 20,Tupãssi
COPISCES - COOPERATIVA AGROINDUSTRIAL DE PISCICULTURA PISC,ND,ND,ND,ND,Sub-região 20,Toledo
CORTEVA AGRISCIENCE DO BRASIL LTDA.,ND,ND,ND,ND,Sub-região 20,Toledo
COSTA OESTE SERVIÇOS LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
COTRIGUAÇU COOPERATIVA CENTRAL,ND,ND,ND,ND,Sub-região 20,Palotina
CRYSTAL SPRING BRASIL EQUIPAMENTOS PARA AGROINDUSTRIA LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
DE HEUS INDUSTRIA E COMERCIO DE NUTRICAO ANIMAL LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
DISAM-DISTRIBUIDOR DE INSUMOS AGRICOLAS SUL AMAERICA LTDA,ND,ND,ND,ND,Sub-região 20,Santa Helena
DISTRIBUIDORA DE PECAS MARFISA LTDA,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
DOMANI PRODUTOS NATURAIS LTDA - ME,ND,ND,ND,ND,Sub-região 20,Pato Bragado
DOMENCIANO R.NEVES & CIA LTDA - ME,ND,ND,ND,ND,Sub-região 20,Guaíra
ENGFARMA ENGENHARIA DE EQUIPAMENTOS FARMACÊUTICOS EIRELI,ND,ND,ND,ND,Sub-região 20,Toledo
EPM - EMPRESA PARANAENSE DE MONTAGE,ND,ND,ND,ND,Sub-região 20,Toledo
EXPORTADORA RIO DA PRATA LTDA.,ND,ND,ND,ND,Sub-região 20,Guaíra
FACCIN & FACCIN LTDA,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
FARIMA INDÚSTRIA E COMERCIO DE SUBPRODUTOS ANIMAIS LTDA,ND,ND,ND,ND,Sub-região 20,Tupãssi
FARTURA-AGRO INDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
FAVILLE INDÚSTRIA E COMÉRCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
FIASUL INDUSTRIA DE FIOS LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
FIDLER FIDLER LTDA,ND,ND,ND,ND,Sub-região 20,Pato Bragado
FINO PRODUTOS INDUSTRIAIS LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
FRIMESA COOPERATIVA CENTRAL,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
FRIMESA COOPERATIVA CENTRAL,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
FRIMESA COOPERATIVA CENTRAL,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
GLOBOSUÍNO AGROPECUÁRIA S A,ND,ND,ND,ND,Sub-região 20,Toledo
GOZZI AGRICOLA LTDA,ND,ND,ND,ND,Sub-região 20,Ouro Verde do Oeste
GOZZI AGRICOLA LTDA,ND,ND,ND,ND,Sub-região 20,Ouro Verde do Oeste
GRUNPLAS INDUSTRIA E COMERCIO DE PLASTICOS EIRELI,ND,ND,ND,ND,Sub-região 20,Nova Santa Rosa
I RIEDI & CIA LTDA,ND,ND,ND,ND,Sub-região 20,Assis Chateaubriand
I.RIEDI CIA LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
INAB INDUSTRIA NACIONAL BEBIDAS LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
IND COM FRIOS PEIXE BOM LTDA,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
IND. E COM. DE PRODUTOS DE LEITE BOMBARDELLI LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
INDEMIL INDUSTRIA E COMÉRCIO S.A,ND,ND,ND,ND,Sub-região 20,Guaíra
INDÚSTRIA AGRO COMERCIAL CASSAVA S.A,ND,ND,ND,ND,Sub-região 20,Maripá
INDUSTRIA DE CHOCOLATES ROMA LTDA.,ND,ND,ND,ND,Sub-região 20,Toledo
INDUSTRIA DE FERTILIZANTES MACROBIO LTDA,ND,ND,ND,ND,Sub-região 20,Santa Helena
INDÚSTRIA DE FRIOS SAMOLLÉ LTDA,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
INDUSTRIA E COMERCIO DE LATICINIOS PEREIRA LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
INOMAQ INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-região 20,Guaíra
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-região 20,Guaíra
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-região 20,Mercedes
JUANE SUPERMERCADO LTDA,ND,ND,ND,ND,Sub-região 20,Quatro Pontes
KAEFER AGRO INDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
KEK INDÚSTRIA E COMÉRCIO LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
KUNZLER & COSSLER LTDA,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
LAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
LAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Santa Helena
LAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Santa Helena
LATICINIOS GUAIRA LTDA,ND,ND,ND,ND,Sub-região 20,Guaíra
LATICINIOS LATCO LTDA,ND,ND,ND,ND,Sub-região 20,Maripá
LATICINIOS NITUANO LTDA,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
LATICINIOS PALOTINA LTDA,ND,ND,ND,ND,Sub-região 20,Palotina
MCR AMIDOS LTDA,ND,ND,ND,ND,Sub-região 20,Mercedes
MINERAÇÃO CAVALLIERE,ND,ND,ND,ND,Sub-região 20,Terra Roxa
MINERACAO FLORESTA DE GUAIRA LTDA,ND,ND,ND,ND,Sub-região 20,Terra Roxa
MOINHO IGUAÇU AGROINDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
MOINHO IGUACU AGROINDUSTRIAL S.A,ND,ND,ND,ND,Sub-região 20,Tupãssi
MUNDI MERCANTIL LTDA,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
PILÃO AMIDOS LTDA,ND,ND,ND,ND,Sub-região 20,Guaíra
PLUSVAL AGROAVICOLA LTDA,ND,ND,ND,ND,Sub-região 20,Tupãssi
POERSCH IND E COM DE PRODUTOS METALURGICOS LTDA - ME,ND,ND,ND,ND,Sub-região 20,Entre Rios do Oeste
"PRATI, DONADUZZI & CIA LTDA",ND,ND,ND,ND,Sub-região 20,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
PRIMATO COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 20,Toledo
PROTEICO INGREDIENTES ALIMENTICIOS LTDA - ME,ND,ND,ND,ND,Sub-região 20,Toledo
PROVER CONSULTORIA AMBIENTAL E SEGURANÇA DO TRABALHO EIRELI - ME,ND,ND,ND,ND,Sub-região 20,Toledo
QUIMIPAR LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
QUIMITOL INDUSTRIA E COMERCIO PRODUTOS QUIMICOS LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
SADIA S.A,ND,ND,ND,ND,Sub-região 20,Toledo
SAFEEDS - NUTRICAO ANIMAL LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
SEARA ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
SOORO RENNER NUTRICAO S/A,ND,ND,ND,ND,Sub-região 20,Marechal Cândido Rondon
TECTRON IMPORTADORA E EXPORT DE PRODUTOS VETERINÁRIOS LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
USINA DE BEN DE LEITE LATCO LTDA,ND,ND,ND,ND,Sub-região 20,Maripá
V.P.L.R. CONFECCOES LTDA - EPP,ND,ND,ND,ND,Sub-região 20,Terra Roxa
VACCINAR INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
VACCINAR INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Sub-região 20,Toledo
AÇUCAREIRA ENERGY LTDA,ND,ND,ND,ND,Sub-região 17,Ibiporã
ADITA-ASSOC DISTR INSUMOS TECNOL AG ROPEC,ND,ND,ND,ND,Sub-região 12,Umuarama
AGRO IND E COM DE ALIMENTOS J V LTDA,ND,ND,ND,ND,Sub-região 13,Tapejara
AGROPAR-COOPERATIVA AGROINDUSTRIAL DO MÉDIO OESTE DO PRARANÁ,ND,ND,ND,ND,Região 12,Brasilândia do Sul
ALIMENTOS ZAELI LTDA,ND,ND,ND,ND,Sub-região 12,Umuarama
ALPHA TABACOS DO BRASIL LTDA - EPP,ND,ND,ND,ND,Sub-região 17,Ibiporã
AMARALINA - INDUSTRIA E COMERCIO DE MASSAS EIRELI,ND,ND,ND,ND,Sub-região 17,Ibiporã
AMAZON TRANSPORTES LTDA,ND,ND,ND,ND,Sub-região 17,Ibiporã
C VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 12,Umuarama
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Região 12,Alto Piquiri
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Região 12,Alto Piquiri
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Região 12,Alto Piquiri
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Região 12,Brasilândia do Sul
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Região 12,Brasilândia do Sul
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Região 12,Francisco Alves
CIA LORENZ,ND,ND,ND,ND,Sub-região 12,Umuarama
COAGE SOCIEDADE CRUZEIRO DO OESTE ARMAZENS GERAIS LTDA,ND,ND,ND,ND,Sub-região 12,Cruzeiro do Oeste
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Região 12,Alto Piquiri
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Região 12,Brasilândia do Sul
COAMO AGROINDÚSTRIAL COOPERATIVA,ND,ND,ND,ND,Região 12,Mariluz
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Região 12,Altônia
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 12,Cruzeiro do Oeste
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 12,Douradina
COCAMAR COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 12,Umuarama
COMPANHIA SULAMERICANA DE DISTRIBUICAO,ND,ND,ND,ND,Sub-região 12,Umuarama
COOPERATIVA DOS PRODUTORES DE LEITE DO TERRITORIO ENTRE RIOS - COOPELE,ND,ND,ND,ND,Sub-região 12,São Jorge do Patrocínio
COSTA BIOENERGIA LTDA,ND,ND,ND,ND,Sub-região 12,Umuarama
DAVOS IMPORTAÇÃO E COMERCIO DE PRODUTOS QUIMICOS LTDA,ND,ND,ND,ND,Sub-região 17,Ibiporã
